index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio,credit_risk_score,risk_category
23577,30,32400,RENT,0.0,PERSONAL,C,9000,11.22,0,0.28,N,10,26-35,low-middle,medium,0.2777777777777778,0.0,0.0012466666666666668,0.40772059950762496,Medium Risk
23578,35,64500,MORTGAGE,7.0,MEDICAL,C,4500,12.53,0,0.07,N,9,26-35,middle,small,0.06976744186046512,0.0015555555555555555,0.0027844444444444444,0.04172998687013422,Low Risk
23580,33,34000,RENT,3.0,VENTURE,C,9000,14.17,1,0.26,Y,10,26-35,low-middle,medium,0.2647058823529412,0.0003333333333333333,0.0015744444444444445,0.36447878556895147,Medium Risk
23581,31,34000,RENT,1.0,PERSONAL,B,9000,11.48,0,0.26,N,5,26-35,low-middle,medium,0.2647058823529412,0.00011111111111111112,0.0012755555555555556,0.4105008472793376,Medium Risk
23584,29,29000,RENT,1.0,HOMEIMPROVEMENT,A,9000,6.54,1,0.31,N,9,26-35,low-middle,medium,0.3103448275862069,0.00011111111111111112,0.0007266666666666667,0.589241162240794,Medium Risk
23585,32,35000,RENT,0.0,MEDICAL,A,9000,8.59,0,0.26,N,6,26-35,low-middle,medium,0.2571428571428571,0.0,0.0009544444444444444,0.3021780577897944,Medium Risk
23586,29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,1,0.09,N,6,26-35,middle,small,0.08503401360544217,0.0014,0.0023420000000000003,0.040493572199476226,Low Risk
23587,30,64800,MORTGAGE,7.0,EDUCATION,B,5600,10.99,0,0.09,N,8,26-35,middle,medium,0.08641975308641975,0.00125,0.0019625,0.01652056394498581,Low Risk
23588,31,29000,RENT,5.0,MEDICAL,D,9000,15.37,1,0.31,N,9,26-35,low-middle,medium,0.3103448275862069,0.0005555555555555556,0.0017077777777777777,0.9464963401826795,High Risk
23590,35,58800,MORTGAGE,5.0,MEDICAL,D,12000,15.7,1,0.2,N,9,26-35,middle,large,0.20408163265306123,0.0004166666666666667,0.0013083333333333332,0.5901060255095124,Medium Risk
23591,34,58800,MORTGAGE,3.0,HOMEIMPROVEMENT,E,17000,17.74,1,0.29,N,10,26-35,middle,very large,0.2891156462585034,0.00017647058823529413,0.0010435294117647057,0.8240433284059264,High Risk
23592,29,30000,RENT,7.0,HOMEIMPROVEMENT,A,9000,6.91,1,0.3,N,8,26-35,low-middle,medium,0.3,0.0007777777777777777,0.0007677777777777778,0.5271271765739578,Medium Risk
23593,29,64992,MORTGAGE,4.0,EDUCATION,B,2500,9.62,0,0.04,N,6,26-35,middle,small,0.03846627277203348,0.0016,0.003848,0.01709728220908174,Low Risk
23594,31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,23200,7.9,0,0.36,N,10,26-35,middle,very large,0.3569230769230769,0.0001293103448275862,0.00034051724137931034,0.2304076237155543,Low Risk
23595,28,65000,MORTGAGE,5.0,MEDICAL,C,4500,15.96,0,0.07,Y,9,26-35,middle,small,0.06923076923076923,0.0011111111111111111,0.0035466666666666667,0.061866744133533914,Low Risk
23596,27,65000,MORTGAGE,11.0,PERSONAL,A,3000,7.51,0,0.05,N,8,26-35,middle,small,0.046153846153846156,0.0036666666666666666,0.002503333333333333,0.013829117996461833,Low Risk
23597,27,36400,RENT,5.0,MEDICAL,A,9000,7.49,0,0.25,N,8,26-35,low-middle,medium,0.24725274725274726,0.0005555555555555556,0.0008322222222222223,0.2480826735530472,Low Risk
23598,27,59000,MORTGAGE,11.0,PERSONAL,A,3000,7.9,1,0.05,N,9,26-35,middle,small,0.05084745762711865,0.0036666666666666666,0.0026333333333333334,0.01982624154299247,Low Risk
23601,32,37000,RENT,16.0,MEDICAL,A,9000,6.92,0,0.24,N,8,26-35,low-middle,medium,0.24324324324324326,0.0017777777777777779,0.0007688888888888888,0.24533133733018997,Low Risk
23602,27,37000,RENT,6.0,MEDICAL,A,9000,8.94,0,0.24,N,7,26-35,low-middle,medium,0.24324324324324326,0.0006666666666666666,0.0009933333333333333,0.3227762998799115,Medium Risk
23603,31,37200,RENT,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.24,N,6,26-35,low-middle,medium,0.24193548387096775,0.00044444444444444447,0.0008344444444444444,0.3439038047246047,Medium Risk
23604,27,65000,MORTGAGE,5.0,VENTURE,B,13225,12.69,0,0.2,N,6,26-35,middle,large,0.20346153846153847,0.0003780718336483932,0.0009595463137996218,0.04511227535054047,Low Risk
23605,35,38000,RENT,1.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.24,Y,8,26-35,low-middle,medium,0.23684210526315788,0.00011111111111111112,0.001627777777777778,0.46235458829055814,Medium Risk
23606,30,65000,MORTGAGE,3.0,VENTURE,D,20000,16.77,0,0.31,Y,6,26-35,middle,very large,0.3076923076923077,0.00015,0.0008384999999999999,0.5106199357521051,Medium Risk
23607,31,65000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.08,N,9,26-35,middle,small,0.07692307692307693,0.003,0.001206,0.02220822007571297,Low Risk
23608,28,38000,RENT,8.0,DEBTCONSOLIDATION,B,9000,9.96,0,0.24,N,9,26-35,low-middle,medium,0.23684210526315788,0.0008888888888888889,0.0011066666666666668,0.3192991431245419,Medium Risk
23609,31,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.71,0,0.31,N,9,26-35,middle,very large,0.3076923076923077,0.0002,0.0005855000000000001,0.2110512903695839,Low Risk
23610,28,32200,RENT,2.0,EDUCATION,D,9000,13.99,1,0.28,Y,7,26-35,low-middle,medium,0.2795031055900621,0.00022222222222222223,0.0015544444444444444,0.8517249484773778,High Risk
23611,28,32400,RENT,1.0,PERSONAL,D,9000,15.62,1,0.28,Y,10,26-35,low-middle,medium,0.2777777777777778,0.00011111111111111112,0.0017355555555555555,0.8879114935493053,High Risk
23612,31,39000,RENT,5.0,MEDICAL,B,9000,10.71,0,0.23,N,6,26-35,low-middle,medium,0.23076923076923078,0.0005555555555555556,0.00119,0.2912458521138032,Low Risk
23613,27,39000,RENT,1.0,MEDICAL,B,9000,10.08,0,0.23,N,8,26-35,low-middle,medium,0.23076923076923078,0.00011111111111111112,0.00112,0.30379202357353197,Medium Risk
23614,29,40000,RENT,2.0,VENTURE,C,9000,14.27,0,0.23,Y,5,26-35,low-middle,medium,0.225,0.00022222222222222223,0.0015855555555555555,0.15984850624404465,Low Risk
23615,27,65000,MORTGAGE,5.0,VENTURE,B,10000,12.42,0,0.15,N,6,26-35,middle,medium,0.15384615384615385,0.0005,0.001242,0.030813741417655634,Low Risk
23616,30,40000,RENT,9.0,EDUCATION,D,9000,16.77,0,0.23,Y,5,26-35,low-middle,medium,0.225,0.001,0.0018633333333333334,0.6932538181441597,High Risk
23618,28,40000,RENT,2.0,MEDICAL,B,9000,12.53,0,0.23,N,5,26-35,low-middle,medium,0.225,0.00022222222222222223,0.0013922222222222222,0.2590111944771997,Low Risk
23619,32,40020,RENT,2.0,DEBTCONSOLIDATION,C,9000,14.35,0,0.22,N,6,26-35,low-middle,medium,0.22488755622188905,0.00022222222222222223,0.0015944444444444443,0.5150009461536018,Medium Risk
23621,31,65000,MORTGAGE,15.0,PERSONAL,D,3000,16.77,0,0.05,Y,7,26-35,middle,small,0.046153846153846156,0.005,0.0055899999999999995,0.2992091819230473,Low Risk
23622,28,41000,RENT,1.0,MEDICAL,B,9000,9.88,0,0.22,N,8,26-35,low-middle,medium,0.21951219512195122,0.00011111111111111112,0.0010977777777777778,0.2526790754695938,Low Risk
23625,27,65000,MORTGAGE,8.0,MEDICAL,B,3000,12.42,0,0.05,N,10,26-35,middle,small,0.046153846153846156,0.0026666666666666666,0.00414,0.03719073639258168,Low Risk
23626,35,36000,RENT,4.0,MEDICAL,E,9000,18.39,1,0.25,Y,6,26-35,low-middle,medium,0.25,0.00044444444444444447,0.002043333333333333,0.9054816185823601,High Risk
23627,29,42000,RENT,13.0,PERSONAL,C,9000,13.06,0,0.21,N,5,26-35,low-middle,medium,0.21428571428571427,0.0014444444444444444,0.0014511111111111111,0.2579765604486366,Low Risk
23628,31,65000,MORTGAGE,15.0,VENTURE,B,30000,12.69,0,0.46,N,9,26-35,middle,very large,0.46153846153846156,0.0005,0.000423,0.2493945243916199,Low Risk
23629,29,59000,MORTGAGE,5.0,VENTURE,D,8000,16.77,1,0.14,Y,8,26-35,middle,medium,0.13559322033898305,0.000625,0.00209625,0.20385953870010007,Low Risk
23631,33,42597,RENT,5.0,VENTURE,B,9000,10.37,0,0.21,N,5,26-35,low-middle,medium,0.21128248468201985,0.0005555555555555556,0.0011522222222222222,0.11229574487257124,Low Risk
23632,33,65000,MORTGAGE,4.0,VENTURE,A,15000,7.51,0,0.23,N,8,26-35,middle,large,0.23076923076923078,0.0002666666666666667,0.0005006666666666666,0.03170104565637946,Low Risk
23636,30,65000,OWN,1.0,HOMEIMPROVEMENT,D,1800,16.49,0,0.03,N,9,26-35,middle,small,0.027692307692307693,0.0005555555555555556,0.00916111111111111,0.19131703411086934,Low Risk
23637,32,38482,RENT,6.0,MEDICAL,D,9000,15.31,1,0.23,Y,7,26-35,low-middle,medium,0.23387557819240165,0.0006666666666666666,0.0017011111111111111,0.8680051497291048,High Risk
23638,28,45000,RENT,4.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.2,N,10,26-35,low-middle,medium,0.2,0.00044444444444444447,0.001627777777777778,0.3794585932873007,Medium Risk
23640,28,65000,MORTGAGE,12.0,EDUCATION,B,15000,9.99,0,0.23,N,10,26-35,middle,large,0.23076923076923078,0.0008,0.000666,0.048423712684707354,Low Risk
23641,29,45000,RENT,0.0,DEBTCONSOLIDATION,B,9000,12.69,0,0.2,N,7,26-35,low-middle,medium,0.2,0.0,0.00141,0.3195380092899084,Medium Risk
23643,31,45000,RENT,2.0,EDUCATION,C,9000,12.84,0,0.2,N,5,26-35,low-middle,medium,0.2,0.00022222222222222223,0.0014266666666666666,0.17276860403821268,Low Risk
23644,33,65000,MORTGAGE,1.0,MEDICAL,B,15000,11.99,0,0.23,N,10,26-35,middle,large,0.23076923076923078,6.666666666666667e-05,0.0007993333333333333,0.11270738991458502,Low Risk
23645,31,65000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.18,N,6,26-35,middle,large,0.18461538461538463,0.0005,0.0006241666666666666,0.024890593793133454,Low Risk
23646,31,65000,MORTGAGE,15.0,MEDICAL,B,8000,11.49,0,0.12,N,5,26-35,middle,medium,0.12307692307692308,0.001875,0.00143625,0.04212047902246366,Low Risk
23647,32,46000,RENT,4.0,MEDICAL,A,9000,7.51,0,0.2,N,9,26-35,low-middle,medium,0.1956521739130435,0.00044444444444444447,0.0008344444444444444,0.12562904380146517,Low Risk
23648,30,46000,RENT,5.0,VENTURE,A,9000,7.29,0,0.2,N,5,26-35,low-middle,medium,0.1956521739130435,0.0005555555555555556,0.00081,0.05312099305067026,Low Risk
23649,27,47000,RENT,3.0,EDUCATION,C,9000,12.98,0,0.19,N,7,26-35,low-middle,medium,0.19148936170212766,0.0003333333333333333,0.0014422222222222223,0.17327729497165542,Low Risk
23650,34,47700,RENT,2.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.19,N,7,26-35,low-middle,medium,0.18867924528301888,0.00022222222222222223,0.0007933333333333333,0.16885271479085365,Low Risk
23651,29,65000,MORTGAGE,5.0,EDUCATION,A,10000,8.49,0,0.15,N,10,26-35,middle,medium,0.15384615384615385,0.0005,0.000849,0.03033963524260083,Low Risk
23652,32,48000,RENT,3.0,DEBTCONSOLIDATION,C,9000,13.99,0,0.19,N,8,26-35,low-middle,medium,0.1875,0.0003333333333333333,0.0015544444444444444,0.2895496141034628,Low Risk
23653,27,48000,RENT,5.0,MEDICAL,B,9000,10.99,0,0.19,N,10,26-35,low-middle,medium,0.1875,0.0005555555555555556,0.0012211111111111112,0.17004127663620527,Low Risk
23654,27,65000,MORTGAGE,11.0,VENTURE,A,8000,7.49,0,0.12,N,8,26-35,middle,medium,0.12307692307692308,0.001375,0.00093625,0.013773127224539081,Low Risk
23655,28,48000,RENT,11.0,MEDICAL,A,9000,8.59,0,0.19,N,7,26-35,low-middle,medium,0.1875,0.0012222222222222222,0.0009544444444444444,0.12175040804373106,Low Risk
23656,28,65000,MORTGAGE,12.0,EDUCATION,B,24000,10.99,0,0.37,N,5,26-35,middle,very large,0.36923076923076925,0.0005,0.0004579166666666667,0.13927925807706418,Low Risk
23657,27,65000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,19200,7.49,0,0.3,N,7,26-35,middle,very large,0.2953846153846154,0.0005729166666666667,0.0003901041666666667,0.11140860489099387,Low Risk
23658,33,44000,RENT,0.0,MEDICAL,D,9000,15.21,1,0.2,Y,6,26-35,low-middle,medium,0.20454545454545456,0.0,0.00169,0.8281077700699697,High Risk
23659,33,50000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.18,N,5,26-35,low-middle,medium,0.18,0.00011111111111111112,0.0008344444444444444,0.16634581583735925,Low Risk
23660,28,65000,MORTGAGE,3.0,VENTURE,A,10000,7.49,0,0.15,N,5,26-35,middle,medium,0.15384615384615385,0.0003,0.000749,0.019829202854899433,Low Risk
23661,34,65000,MORTGAGE,3.0,VENTURE,A,5000,6.99,0,0.08,N,7,26-35,middle,small,0.07692307692307693,0.0006,0.001398,0.007510568499990878,Low Risk
23662,29,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.15,N,9,26-35,middle,medium,0.15384615384615385,0.0004,0.000699,0.06562125722710753,Low Risk
23664,29,65000,MORTGAGE,9.0,PERSONAL,A,6000,6.99,0,0.09,N,10,26-35,middle,medium,0.09230769230769231,0.0015,0.001165,0.01887566945990762,Low Risk
23666,32,51000,RENT,1.0,PERSONAL,C,9000,12.99,0,0.18,Y,5,26-35,middle,medium,0.17647058823529413,0.00011111111111111112,0.0014433333333333334,0.13759065353443095,Low Risk
23667,31,51000,RENT,5.0,PERSONAL,B,9000,10.99,0,0.18,N,7,26-35,middle,medium,0.17647058823529413,0.0005555555555555556,0.0012211111111111112,0.10299197933230485,Low Risk
23668,30,51600,RENT,5.0,DEBTCONSOLIDATION,A,9000,6.54,0,0.17,N,6,26-35,middle,medium,0.1744186046511628,0.0005555555555555556,0.0007266666666666667,0.17031560626469827,Low Risk
23671,34,65000,MORTGAGE,5.0,EDUCATION,B,21200,9.99,0,0.33,N,6,26-35,middle,very large,0.3261538461538461,0.0002358490566037736,0.00047122641509433964,0.08997410993521589,Low Risk
23672,28,65000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2000,7.49,0,0.03,N,6,26-35,middle,small,0.03076923076923077,0.002,0.003745,0.03881517925643667,Low Risk
23673,28,46000,RENT,3.0,DEBTCONSOLIDATION,E,9000,17.56,1,0.2,Y,7,26-35,low-middle,medium,0.1956521739130435,0.0003333333333333333,0.001951111111111111,0.8263894577562388,High Risk
23674,28,65000,MORTGAGE,2.0,VENTURE,A,2500,5.99,0,0.04,N,7,26-35,middle,small,0.038461538461538464,0.0008,0.002396,0.007032423834329455,Low Risk
23675,33,65000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,3600,13.99,0,0.06,N,9,26-35,middle,small,0.055384615384615386,0.0038888888888888888,0.003886111111111111,0.05630687359234558,Low Risk
23676,27,65000,MORTGAGE,11.0,VENTURE,B,4500,11.99,0,0.07,N,10,26-35,middle,small,0.06923076923076923,0.0024444444444444444,0.0026644444444444445,0.015220795973874048,Low Risk
23678,32,53000,RENT,4.0,MEDICAL,A,9000,5.79,0,0.17,N,6,26-35,middle,medium,0.16981132075471697,0.00044444444444444447,0.0006433333333333333,0.09274212677654473,Low Risk
23679,27,65000,OWN,6.0,EDUCATION,A,15000,6.99,0,0.23,N,5,26-35,middle,large,0.23076923076923078,0.0004,0.000466,0.006257478089827281,Low Risk
23680,32,65000,OWN,12.0,VENTURE,B,10000,11.99,0,0.15,N,5,26-35,middle,medium,0.15384615384615385,0.0012,0.001199,0.0038616687879559626,Low Risk
23682,27,65000,MORTGAGE,11.0,VENTURE,A,9000,7.66,0,0.14,N,6,26-35,middle,medium,0.13846153846153847,0.0012222222222222222,0.0008511111111111111,0.011927796089840232,Low Risk
23683,35,55000,RENT,3.0,DEBTCONSOLIDATION,B,9000,10.25,0,0.16,N,6,26-35,middle,medium,0.16363636363636364,0.0003333333333333333,0.001138888888888889,0.19676366229231515,Low Risk
23684,34,30000,RENT,3.0,PERSONAL,A,9050,5.99,0,0.3,N,9,26-35,low-middle,medium,0.3016666666666667,0.00033149171270718233,0.000661878453038674,0.3713792193722806,Medium Risk
23685,29,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.11,N,6,26-35,middle,medium,0.1076923076923077,0.00028571428571428574,0.0010414285714285714,0.03237384253338712,Low Risk
23686,33,62130,RENT,6.0,HOMEIMPROVEMENT,A,9050,7.29,0,0.15,N,7,26-35,middle,medium,0.1456623209399646,0.0006629834254143647,0.000805524861878453,0.0887286395443666,Low Risk
23687,28,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,6.92,0,0.08,N,5,26-35,middle,small,0.07692307692307693,0.0006,0.001384,0.024392911687373314,Low Risk
23688,30,65000,MORTGAGE,3.0,PERSONAL,A,12000,7.66,0,0.18,N,7,26-35,middle,large,0.18461538461538463,0.00025,0.0006383333333333333,0.04680522396555724,Low Risk
23689,34,62000,RENT,2.0,PERSONAL,C,9100,13.48,0,0.15,N,7,26-35,middle,medium,0.14677419354838708,0.00021978021978021978,0.0014813186813186813,0.1000179083969004,Low Risk
23690,28,65000,OWN,13.0,VENTURE,A,8000,7.66,0,0.12,N,7,26-35,middle,medium,0.12307692307692308,0.001625,0.0009575,0.002031332328581927,Low Risk
23691,33,125000,RENT,0.0,PERSONAL,A,9100,7.88,0,0.07,N,8,26-35,high,medium,0.0728,0.0,0.0008659340659340659,0.03322146577312309,Low Risk
23692,33,43000,RENT,1.0,EDUCATION,C,9150,13.16,0,0.21,Y,10,26-35,low-middle,medium,0.2127906976744186,0.0001092896174863388,0.0014382513661202185,0.23865429712650135,Low Risk
23693,33,120000,RENT,1.0,PERSONAL,C,9150,13.99,0,0.08,N,5,26-35,high,medium,0.07625,0.0001092896174863388,0.0015289617486338798,0.04533009253200592,Low Risk
23694,34,28500,RENT,0.0,EDUCATION,B,9175,12.69,1,0.32,N,5,26-35,low-middle,medium,0.3219298245614035,0.0,0.0013831062670299726,0.5474733093947876,Medium Risk
23695,28,65000,MORTGAGE,2.0,MEDICAL,A,7500,7.29,0,0.12,N,8,26-35,middle,medium,0.11538461538461539,0.0002666666666666667,0.000972,0.022871855916883663,Low Risk
23696,30,65000,MORTGAGE,4.0,MEDICAL,A,3600,6.92,0,0.06,N,10,26-35,middle,small,0.055384615384615386,0.0011111111111111111,0.0019222222222222223,0.016004892274772538,Low Risk
23697,29,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9600,5.79,0,0.15,N,5,26-35,middle,medium,0.1476923076923077,0.00010416666666666667,0.000603125,0.04150816805858798,Low Risk
23698,27,60000,RENT,2.0,VENTURE,B,9200,12.42,0,0.15,N,7,26-35,middle,medium,0.15333333333333332,0.0002173913043478261,0.00135,0.07660872799251206,Low Risk
23699,32,65000,OWN,3.0,PERSONAL,C,12000,13.35,0,0.18,Y,9,26-35,middle,large,0.18461538461538463,0.00025,0.0011125,0.013778693395576238,Low Risk
23700,28,62000,RENT,3.0,MEDICAL,B,9200,10.0,0,0.15,N,9,26-35,middle,medium,0.14838709677419354,0.00032608695652173916,0.0010869565217391304,0.10165186834765583,Low Risk
23701,29,73000,RENT,2.0,EDUCATION,A,9200,7.88,0,0.13,N,5,26-35,middle,medium,0.12602739726027398,0.0002173913043478261,0.0008565217391304348,0.03237518944490325,Low Risk
23702,27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.34,Y,6,26-35,middle,very large,0.3384615384615385,0.0,0.0006404545454545454,0.8170663104022239,High Risk
23704,32,59000,MORTGAGE,0.0,MEDICAL,C,3500,13.72,1,0.06,N,6,26-35,middle,small,0.059322033898305086,0.0,0.00392,0.051801872547367254,Low Risk
23705,28,19000,RENT,1.0,DEBTCONSOLIDATION,B,9250,11.49,1,0.49,N,7,26-35,low,medium,0.4868421052631579,0.00010810810810810811,0.0012421621621621622,0.9591476339032969,High Risk
23706,28,19200,RENT,0.0,MEDICAL,C,9250,14.22,1,0.48,N,9,26-35,low,medium,0.4817708333333333,0.0,0.0015372972972972974,0.9684954895277383,High Risk
23707,30,65000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,7500,6.17,0,0.12,N,9,26-35,middle,medium,0.11538461538461539,0.002,0.0008226666666666666,0.02315784990658635,Low Risk
23708,29,65000,MORTGAGE,5.0,MEDICAL,B,6000,10.36,0,0.09,N,7,26-35,middle,medium,0.09230769230769231,0.0008333333333333334,0.0017266666666666665,0.036954460498483235,Low Risk
23709,33,21996,RENT,0.0,EDUCATION,C,9250,12.87,1,0.42,N,9,26-35,low,medium,0.4205310056373886,0.0,0.0013913513513513513,0.8518249062696137,High Risk
23711,31,65000,MORTGAGE,15.0,EDUCATION,A,7750,7.51,0,0.12,N,8,26-35,middle,medium,0.11923076923076924,0.001935483870967742,0.0009690322580645161,0.013916210016313033,Low Risk
23712,27,65000,OWN,8.0,MEDICAL,A,5000,7.88,0,0.08,N,5,26-35,middle,small,0.07692307692307693,0.0016,0.001576,0.002923804352711773,Low Risk
23713,30,28000,RENT,0.0,MEDICAL,B,9250,11.48,1,0.33,N,9,26-35,low-middle,medium,0.33035714285714285,0.0,0.001241081081081081,0.6733674977538824,High Risk
23714,27,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.23,N,5,26-35,middle,large,0.23076923076923078,0.0002,0.0007166666666666667,0.12870298474506034,Low Risk
23716,31,65000,MORTGAGE,3.0,MEDICAL,C,10000,13.61,0,0.15,N,9,26-35,middle,medium,0.15384615384615385,0.0003,0.001361,0.08962809968604311,Low Risk
23717,29,32000,RENT,10.0,HOMEIMPROVEMENT,D,9250,15.65,1,0.29,N,7,26-35,low-middle,medium,0.2890625,0.001081081081081081,0.001691891891891892,0.9420084104156917,High Risk
23718,30,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,4000,15.21,0,0.06,N,7,26-35,middle,small,0.06153846153846154,0.0005,0.0038025000000000003,0.4407536634486367,Medium Risk
23719,29,40000,RENT,0.0,VENTURE,C,9250,14.65,0,0.23,N,7,26-35,low-middle,medium,0.23125,0.0,0.0015837837837837838,0.23798651636222712,Low Risk
23720,35,34000,RENT,1.0,PERSONAL,B,9250,10.59,1,0.27,N,10,26-35,low-middle,medium,0.27205882352941174,0.00010810810810810811,0.0011448648648648648,0.384437265487162,Medium Risk
23721,34,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11200,7.88,0,0.17,N,6,26-35,middle,large,0.1723076923076923,0.00035714285714285714,0.0007035714285714285,0.06587193828928516,Low Risk
23724,29,54996,RENT,8.0,MEDICAL,A,9300,9.32,0,0.17,N,7,26-35,middle,medium,0.16910320750600044,0.0008602150537634409,0.0010021505376344086,0.11247451150789228,Low Risk
23725,28,62000,RENT,3.0,DEBTCONSOLIDATION,C,9300,11.72,0,0.15,Y,5,26-35,middle,medium,0.15,0.0003225806451612903,0.0012602150537634408,0.17587052298560518,Low Risk
23726,32,65000,MORTGAGE,12.0,VENTURE,A,12000,7.88,0,0.18,N,5,26-35,middle,large,0.18461538461538463,0.001,0.0006566666666666666,0.022476276084109202,Low Risk
23727,32,12000,RENT,1.0,MEDICAL,A,9325,8.38,1,0.78,N,6,26-35,low,medium,0.7770833333333333,0.00010723860589812332,0.0008986595174262735,0.998933965405797,High Risk
23728,32,30000,RENT,4.0,MEDICAL,D,9325,13.62,1,0.31,N,7,26-35,low-middle,medium,0.31083333333333335,0.0004289544235924933,0.0014605898123324396,0.9365495126475142,High Risk
23729,34,65000,MORTGAGE,12.0,VENTURE,A,6000,7.14,0,0.09,N,10,26-35,middle,medium,0.09230769230769231,0.002,0.0011899999999999999,0.010307572780798628,Low Risk
23730,27,65000,MORTGAGE,11.0,PERSONAL,A,18000,7.51,0,0.28,N,8,26-35,middle,very large,0.27692307692307694,0.0006111111111111111,0.0004172222222222222,0.058826846420291894,Low Risk
23731,27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,12000,11.36,0,0.18,N,8,26-35,middle,large,0.18461538461538463,0.0005833333333333334,0.0009466666666666666,0.11806245043641667,Low Risk
23732,35,65000,MORTGAGE,19.0,EDUCATION,B,20000,10.25,0,0.31,N,5,26-35,middle,very large,0.3076923076923077,0.00095,0.0005125,0.06176632736166558,Low Risk
23734,32,65000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.08,N,7,26-35,middle,medium,0.08461538461538462,0.002909090909090909,0.0013654545454545453,0.03518524248941566,Low Risk
23735,34,65000,MORTGAGE,17.0,PERSONAL,B,10000,11.36,0,0.15,N,7,26-35,middle,medium,0.15384615384615385,0.0017,0.0011359999999999999,0.0377280539708915,Low Risk
23736,29,65000,MORTGAGE,13.0,EDUCATION,D,10000,15.33,0,0.15,Y,6,26-35,middle,medium,0.15384615384615385,0.0013,0.001533,0.2948592053292675,Low Risk
23737,27,31200,RENT,2.0,MEDICAL,A,9400,6.91,0,0.3,N,5,26-35,low-middle,medium,0.30128205128205127,0.0002127659574468085,0.0007351063829787234,0.45542455232405926,Medium Risk
23738,33,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.88,0,0.03,N,7,26-35,middle,small,0.03076923076923077,0.0015,0.00394,0.03688083374736526,Low Risk
23739,28,72800,RENT,12.0,HOMEIMPROVEMENT,B,9425,11.49,0,0.13,N,8,26-35,middle,medium,0.12946428571428573,0.001273209549071618,0.0012190981432360743,0.1160956647713895,Low Risk
23740,32,28800,RENT,7.0,PERSONAL,C,9450,14.27,1,0.33,Y,10,26-35,low-middle,medium,0.328125,0.0007407407407407407,0.00151005291005291,0.6175831953242422,High Risk
23741,29,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11500,7.51,0,0.18,N,10,26-35,middle,large,0.17692307692307693,0.000782608695652174,0.0006530434782608696,0.05350925486960176,Low Risk
23743,32,29000,RENT,16.0,DEBTCONSOLIDATION,D,9450,16.29,1,0.33,N,8,26-35,low-middle,medium,0.3258620689655172,0.0016931216931216932,0.0017238095238095237,0.9525775141077978,High Risk
23744,28,65000,MORTGAGE,6.0,PERSONAL,D,22000,15.65,0,0.34,N,5,26-35,middle,very large,0.3384615384615385,0.00027272727272727274,0.0007113636363636364,0.6813922758206121,High Risk
23745,27,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10250,8.59,0,0.16,N,5,26-35,middle,large,0.1576923076923077,0.0,0.0008380487804878049,0.05483668533200085,Low Risk
23746,27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,4500,13.92,0,0.07,N,7,26-35,middle,small,0.06923076923076923,0.0015555555555555555,0.0030933333333333334,0.07032918406981321,Low Risk
23747,32,70000,RENT,1.0,DEBTCONSOLIDATION,B,9450,10.83,0,0.14,N,10,26-35,middle,medium,0.135,0.00010582010582010582,0.001146031746031746,0.10497106741382357,Low Risk
23748,31,95000,RENT,0.0,PERSONAL,A,9450,6.54,0,0.1,N,6,26-35,high-middle,medium,0.09947368421052631,0.0,0.0006920634920634921,0.03162578240019787,Low Risk
